"category","meta_cat","group_num","year","gross_inv","gross_inv_chain","gross_inv_ipd","high_cat"
"S&L","Power",8,2002,5823.001,9104.572,63.9568889125156,"Total basic infrastructure"
"S&L","Power",8,2003,6294,9659.836,65.1563856777693,"Total basic infrastructure"
"S&L","Power",8,2004,6085.999,8823.216,68.9771054001171,"Total basic infrastructure"
"S&L","Power",8,2005,6284,8573.095,73.2990827699915,"Total basic infrastructure"
"S&L","Power",8,2006,7186,9172.992,78.3386707412369,"Total basic infrastructure"
"S&L","Power",8,2007,8076.001,9607.363,84.0605377354848,"Total basic infrastructure"
"S&L","Power",8,2008,9942.801,10959.679,90.7216443109328,"Total basic infrastructure"
"S&L","Power",8,2009,10700.601,11811.433,90.5952817071392,"Total basic infrastructure"
"S&L","Power",8,2010,10196.4,10909.222,93.4658768517132,"Total basic infrastructure"
"S&L","Power",8,2011,9630.201,9930.414,96.9768329900445,"Total basic infrastructure"
"S&L","Power",8,2012,9387.001,9387.001,100,"Total basic infrastructure"
"S&L","Power",8,2013,9385,9198.122,102.031697339957,"Total basic infrastructure"
"S&L","Power",8,2014,9293.001,8910.84,104.288720255329,"Total basic infrastructure"
"S&L","Power",8,2015,9099,8520.634,106.787828229683,"Total basic infrastructure"
"S&L","Power",8,2016,8910.001,8203.054,108.618095163094,"Total basic infrastructure"
"S&L","Power",8,2017,7570,6822.078,110.963257822616,"Total basic infrastructure"
"Federal","Power",8,1947,0,0,NA,"Total basic infrastructure"
"Federal","Power",8,1948,5,56.163,8.90265833377847,"Total basic infrastructure"
"Federal","Power",8,1949,34,399.523,8.51014835190965,"Total basic infrastructure"
"Federal","Power",8,1950,34,352.681,9.64043994431228,"Total basic infrastructure"
"Federal","Power",8,1951,18,218.175,8.25025782055689,"Total basic infrastructure"
"Federal","Power",8,1952,8,94.401,8.4744864990837,"Total basic infrastructure"
"Federal","Power",8,1953,8,94.462,8.46901399504562,"Total basic infrastructure"
"Federal","Power",8,1954,8,90.192,8.86996629412808,"Total basic infrastructure"
"Federal","Power",8,1955,4,44.68,8.95255147717099,"Total basic infrastructure"
"Federal","Power",8,1956,8,78.295,10.2177661408775,"Total basic infrastructure"
"Federal","Power",8,1957,8,75.575,10.5855110817069,"Total basic infrastructure"
"Federal","Power",8,1958,12,122.027,9.83388922123792,"Total basic infrastructure"
"Federal","Power",8,1959,16,159.336,10.0416729427123,"Total basic infrastructure"
"Federal","Power",8,1960,16,159.403,10.0374522436842,"Total basic infrastructure"
"Federal","Power",8,1961,15,151.96,9.87101868912872,"Total basic infrastructure"
"Federal","Power",8,1962,16,161.364,9.91547061302397,"Total basic infrastructure"
"Federal","Power",8,1963,20,199.929,10.0035512606975,"Total basic infrastructure"
"Federal","Power",8,1964,28,273.429,10.2403183276097,"Total basic infrastructure"
"Federal","Power",8,1965,32,301.608,10.6097981485902,"Total basic infrastructure"
"Federal","Power",8,1966,26,243.963,10.6573537790567,"Total basic infrastructure"
"Federal","Power",8,1967,16,144.818,11.0483503431894,"Total basic infrastructure"
"Federal","Power",8,1968,12,101.402,11.8340861126999,"Total basic infrastructure"
"Federal","Power",8,1969,12,97.666,12.2867732885549,"Total basic infrastructure"
"Federal","Power",8,1970,8,61.107,13.0917898113146,"Total basic infrastructure"
"Federal","Power",8,1971,8,55.651,14.3753032290525,"Total basic infrastructure"
"Federal","Power",8,1972,8,52.49,15.2409982853877,"Total basic infrastructure"
"Federal","Power",8,1973,12,72.821,16.4787629941912,"Total basic infrastructure"
"Federal","Power",8,1974,12,61.778,19.4243905597462,"Total basic infrastructure"
"Federal","Power",8,1975,5,21.998,22.729339030821,"Total basic infrastructure"
"Federal","Power",8,1976,16,66.363,24.1098202311529,"Total basic infrastructure"
"Federal","Power",8,1977,12,46.227,25.958855214485,"Total basic infrastructure"
"Federal","Power",8,1978,12,43.942,27.3087251376815,"Total basic infrastructure"
"Federal","Power",8,1979,12,39.673,30.2472714440552,"Total basic infrastructure"
"Federal","Power",8,1980,12,36.171,33.1757485278262,"Total basic infrastructure"
"Federal","Power",8,1981,16,44.503,35.952632406804,"Total basic infrastructure"
"Federal","Power",8,1982,12,31.633,37.9350678089337,"Total basic infrastructure"
"Federal","Power",8,1983,20,51.243,39.0297211326425,"Total basic infrastructure"
"Federal","Power",8,1984,26,64.973,40.0166222892586,"Total basic infrastructure"
"Federal","Power",8,1985,38,93.952,40.4461852861035,"Total basic infrastructure"
"Federal","Power",8,1986,46,112.524,40.8801677864278,"Total basic infrastructure"
"Federal","Power",8,1987,67,162.105,41.3312359273311,"Total basic infrastructure"
"Federal","Power",8,1988,41,93.428,43.8840604529691,"Total basic infrastructure"
"Federal","Power",8,1989,36,78.649,45.7729913921347,"Total basic infrastructure"
"Federal","Power",8,1990,57,120.624,47.2542777556705,"Total basic infrastructure"
"Federal","Power",8,1991,63,132.634,47.499132952335,"Total basic infrastructure"
"Federal","Power",8,1992,56,116.093,48.237189150078,"Total basic infrastructure"
"Federal","Power",8,1993,21,41.954,50.0548219478476,"Total basic infrastructure"
"Federal","Power",8,1994,42,80.735,52.0220474391528,"Total basic infrastructure"
"Federal","Power",8,1995,54,100.722,53.6129147554655,"Total basic infrastructure"
"Federal","Power",8,1996,68,124.511,54.613648593297,"Total basic infrastructure"
"Federal","Power",8,1997,66,118.636,55.6323544286726,"Total basic infrastructure"
"Federal","Power",8,1998,61,107.424,56.7843312481382,"Total basic infrastructure"
"Federal","Power",8,1999,57,99.375,57.3584905660377,"Total basic infrastructure"
"Federal","Power",8,2000,71,119.011,59.6583509087395,"Total basic infrastructure"
"Federal","Power",8,2001,202,328.621,61.4689870702116,"Total basic infrastructure"
"Federal","Power",8,2002,311,489.591,63.5224095214169,"Total basic infrastructure"
"Federal","Power",8,2003,903,1396.452,64.6638767390501,"Total basic infrastructure"
"Federal","Power",8,2004,902,1317.616,68.4569707714539,"Total basic infrastructure"
"Federal","Power",8,2005,768,1058.458,72.5583820992425,"Total basic infrastructure"
"Federal","Power",8,2006,771,992.545,77.6790976731534,"Total basic infrastructure"
"Federal","Power",8,2007,441,534.601,82.4914281866289,"Total basic infrastructure"
"Federal","Power",8,2008,776,852.287,91.049141897037,"Total basic infrastructure"
"Federal","Power",8,2009,928,1029.141,90.1722893170129,"Total basic infrastructure"
"Federal","Power",8,2010,949,1015.777,93.4260177184559,"Total basic infrastructure"
"Federal","Power",8,2011,1320,1362.751,96.8628898456138,"Total basic infrastructure"
"Federal","Power",8,2012,1159,1159,100,"Total basic infrastructure"
"Federal","Power",8,2013,1065,1043.444,102.065851162113,"Total basic infrastructure"
"Federal","Power",8,2014,1129,1082.71,104.275383066564,"Total basic infrastructure"
"Federal","Power",8,2015,1636,1530.913,106.864335203895,"Total basic infrastructure"
"Federal","Power",8,2016,1262,1162.428,108.565863864257,"Total basic infrastructure"
"Federal","Power",8,2017,747,672.823,111.024742019818,"Total basic infrastructure"
"Private","Power",8,1947,2108,29696,7.09859913793103,"Total basic infrastructure"
"Private","Power",8,1948,2530,33713,7.50452347759025,"Total basic infrastructure"
"Private","Power",8,1949,2908,38661,7.52179198675668,"Total basic infrastructure"
"Private","Power",8,1950,3319,41121,8.07130176795311,"Total basic infrastructure"
"Private","Power",8,1951,3746,41181,9.09642796435249,"Total basic infrastructure"
"Private","Power",8,1952,4041,42924,9.41431367067375,"Total basic infrastructure"
"Private","Power",8,1953,4571,46543,9.82102571815311,"Total basic infrastructure"
"Private","Power",8,1954,4480,43844,10.218045798741,"Total basic infrastructure"
"Private","Power",8,1955,4231,40252,10.5112789426612,"Total basic infrastructure"
"Private","Power",8,1956,5085,43427,11.7093052709144,"Total basic infrastructure"
"Private","Power",8,1957,5940,47195,12.586079033796,"Total basic infrastructure"
"Private","Power",8,1958,5721,45773,12.498634566229,"Total basic infrastructure"
"Private","Power",8,1959,5571,43115,12.9212571030964,"Total basic infrastructure"
"Private","Power",8,1960,5628,42840,13.1372549019608,"Total basic infrastructure"
"Private","Power",8,1961,5317,40970,12.9777886258238,"Total basic infrastructure"
"Private","Power",8,1962,5239,40607,12.9017164528283,"Total basic infrastructure"
"Private","Power",8,1963,5173,40531,12.7630702425304,"Total basic infrastructure"
"Private","Power",8,1964,5632,43934,12.8192288432649,"Total basic infrastructure"
"Private","Power",8,1965,6276,48225,13.0139968895801,"Total basic infrastructure"
"Private","Power",8,1966,7149,53310,13.4102419808666,"Total basic infrastructure"
"Private","Power",8,1967,8409,62434,13.4686228657462,"Total basic infrastructure"
"Private","Power",8,1968,9505,69028,13.7697745842267,"Total basic infrastructure"
"Private","Power",8,1969,9701,66398,14.6103798307178,"Total basic infrastructure"
"Private","Power",8,1970,10461,67328,15.5373692965779,"Total basic infrastructure"
"Private","Power",8,1971,11085,66957,16.5554012276536,"Total basic infrastructure"
"Private","Power",8,1972,12428,72161,17.222599465085,"Total basic infrastructure"
"Private","Power",8,1973,13972,76008,18.3822755499421,"Total basic infrastructure"
"Private","Power",8,1974,14839,70943,20.9167923544254,"Total basic infrastructure"
"Private","Power",8,1975,16593,69467,23.8861617746556,"Total basic infrastructure"
"Private","Power",8,1976,17964,70462,25.494592830178,"Total basic infrastructure"
"Private","Power",8,1977,19363,67764,28.5741691753734,"Total basic infrastructure"
"Private","Power",8,1978,19840,64807,30.613976885213,"Total basic infrastructure"
"Private","Power",8,1979,21545,64787,33.2551283436492,"Total basic infrastructure"
"Private","Power",8,1980,23474,64563,36.358285705435,"Total basic infrastructure"
"Private","Power",8,1981,25614,64139,39.9351408659318,"Total basic infrastructure"
"Private","Power",8,1982,24403,57238,42.6342639505224,"Total basic infrastructure"
"Private","Power",8,1983,22577,50207,44.9678331706734,"Total basic infrastructure"
"Private","Power",8,1984,27492,59874,45.916424491432,"Total basic infrastructure"
"Private","Power",8,1985,32161,70864,45.3841160532852,"Total basic infrastructure"
"Private","Power",8,1986,30792,67398,45.6868156325114,"Total basic infrastructure"
"Private","Power",8,1987,32787,69685,47.0502977685298,"Total basic infrastructure"
"Private","Power",8,1988,29142,58157,50.1091872001651,"Total basic infrastructure"
"Private","Power",8,1989,31531,60205,52.3727265177311,"Total basic infrastructure"
"Private","Power",8,1990,34556,64210,53.8171624357577,"Total basic infrastructure"
"Private","Power",8,1991,35191,65051,54.0975542266837,"Total basic infrastructure"
"Private","Power",8,1992,34387,63036,54.5513674725554,"Total basic infrastructure"
"Private","Power",8,1993,37409,67332,55.5590209707123,"Total basic infrastructure"
"Private","Power",8,1994,34116,57240,59.601677148847,"Total basic infrastructure"
"Private","Power",8,1995,39606,65882,60.1165720530646,"Total basic infrastructure"
"Private","Power",8,1996,40275,64880,62.076140567201,"Total basic infrastructure"
"Private","Power",8,1997,38505,60086,64.0831474885997,"Total basic infrastructure"
"Private","Power",8,1998,44749,71096,62.9416563519748,"Total basic infrastructure"
"Private","Power",8,1999,46846,72192,64.8908466312057,"Total basic infrastructure"
"Private","Power",8,2000,58121,86807,66.9542778808161,"Total basic infrastructure"
"Private","Power",8,2001,61686,90670,68.0335281791111,"Total basic infrastructure"
"Private","Power",8,2002,59641,87474,68.181402473878,"Total basic infrastructure"
"Private","Power",8,2003,60055,87408,68.7065257184697,"Total basic infrastructure"
"Private","Power",8,2004,51839,71633,72.3674842600477,"Total basic infrastructure"
"Private","Power",8,2005,57713,75163,76.7837898966247,"Total basic infrastructure"
"Private","Power",8,2006,67854,83973,80.8045443178164,"Total basic infrastructure"
"Private","Power",8,2007,94246,112871,83.4988615321916,"Total basic infrastructure"
"Private","Power",8,2008,108959,121639,89.5757117371896,"Total basic infrastructure"
"Private","Power",8,2009,107238,121349,88.3715564199128,"Total basic infrastructure"
"Private","Power",8,2010,98284,107561,91.3751266723069,"Total basic infrastructure"
"Private","Power",8,2011,103820,107754,96.3490914490413,"Total basic infrastructure"
"Private","Power",8,2012,129319,129319,100,"Total basic infrastructure"
"Private","Power",8,2013,126249,125775,100.376863446631,"Total basic infrastructure"
"Private","Power",8,2014,143701,141800,101.340620592384,"Total basic infrastructure"
"Private","Power",8,2015,135895,133400,101.870314842579,"Total basic infrastructure"
"Private","Power",8,2016,137265,136032,100.906404375441,"Total basic infrastructure"
"Private","Power",8,2017,139417,134432,103.708194477505,"Total basic infrastructure"
"Federal","Transportation",11,1947,61,932.566,6.54109199777817,"Total basic infrastructure"
"Federal","Transportation",11,1948,91,1243.148,7.32012600269638,"Total basic infrastructure"
"Federal","Transportation",11,1949,119,1659.278,7.17179399714816,"Total basic infrastructure"
"Federal","Transportation",11,1950,124,1908.947,6.49572774938225,"Total basic infrastructure"
"Federal","Transportation",11,1951,123,1588.877,7.74131666579603,"Total basic infrastructure"
"Federal","Transportation",11,1952,131,1637.315,8.00090391891603,"Total basic infrastructure"
"Federal","Transportation",11,1953,133,1698.938,7.82841987170809,"Total basic infrastructure"
"Federal","Transportation",11,1954,117,1566.907,7.46693964606706,"Total basic infrastructure"
"Federal","Transportation",11,1955,97,1337.24,7.25374652268852,"Total basic infrastructure"
"Federal","Transportation",11,1956,110,1353.588,8.12654958525046,"Total basic infrastructure"
"Federal","Transportation",11,1957,129,1513.152,8.52525060271539,"Total basic infrastructure"
"Federal","Transportation",11,1958,150,1790.355,8.37822666454418,"Total basic infrastructure"
"Federal","Transportation",11,1959,166,2004.046,8.28324299941219,"Total basic infrastructure"
"Federal","Transportation",11,1960,179,2227.192,8.03702599506464,"Total basic infrastructure"
"Federal","Transportation",11,1961,206,2583.32,7.97423470572751,"Total basic infrastructure"
"Federal","Transportation",11,1962,227,2771.665,8.19002296453576,"Total basic infrastructure"
"Federal","Transportation",11,1963,248,2924.284,8.48070844008311,"Total basic infrastructure"
"Federal","Transportation",11,1964,266,3071.072,8.66147065259297,"Total basic infrastructure"
"Federal","Transportation",11,1965,288,3215.45,8.95675566405946,"Total basic infrastructure"
"Federal","Transportation",11,1966,303,3183.14,9.51890271869915,"Total basic infrastructure"
"Federal","Transportation",11,1967,213,2129.318,10.0032029034649,"Total basic infrastructure"
"Federal","Transportation",11,1968,188,1786.372,10.5241237547387,"Total basic infrastructure"
"Federal","Transportation",11,1969,153,1364.852,11.210006652736,"Total basic infrastructure"
"Federal","Transportation",11,1970,129,1007.803,12.8001206585017,"Total basic infrastructure"
"Federal","Transportation",11,1971,168,1224.697,13.7176787401292,"Total basic infrastructure"
"Federal","Transportation",11,1972,192,1359.198,14.1259772306905,"Total basic infrastructure"
"Federal","Transportation",11,1973,234,1531.564,15.2784996252197,"Total basic infrastructure"
"Federal","Transportation",11,1974,241,1194.228,20.1804010624437,"Total basic infrastructure"
"Federal","Transportation",11,1975,260,1183.065,21.9768144607439,"Total basic infrastructure"
"Federal","Transportation",11,1976,297,1419.533,20.9223737665838,"Total basic infrastructure"
"Federal","Transportation",11,1977,318,1541.862,20.6244138580496,"Total basic infrastructure"
"Federal","Transportation",11,1978,342,1669.974,20.4793607565148,"Total basic infrastructure"
"Federal","Transportation",11,1979,358,1622.233,22.0683465322182,"Total basic infrastructure"
"Federal","Transportation",11,1980,325,1264.11,25.7097879140265,"Total basic infrastructure"
"Federal","Transportation",11,1981,325,1068.997,30.4023304087851,"Total basic infrastructure"
"Federal","Transportation",11,1982,249,751.142,33.1495243242955,"Total basic infrastructure"
"Federal","Transportation",11,1983,276,851.154,32.4265644055012,"Total basic infrastructure"
"Federal","Transportation",11,1984,192,617.964,31.0697710546245,"Total basic infrastructure"
"Federal","Transportation",11,1985,331,1064.973,31.0806001654502,"Total basic infrastructure"
"Federal","Transportation",11,1986,233,721.136,32.3101329014222,"Total basic infrastructure"
"Federal","Transportation",11,1987,295,860.769,34.27168032306,"Total basic infrastructure"
"Federal","Transportation",11,1988,440,1258.01,34.9758745955914,"Total basic infrastructure"
"Federal","Transportation",11,1989,405,1132.036,35.7762473984926,"Total basic infrastructure"
"Federal","Transportation",11,1990,466,1239.456,37.5971393901841,"Total basic infrastructure"
"Federal","Transportation",11,1991,627,1617.18,38.771194301191,"Total basic infrastructure"
"Federal","Transportation",11,1992,606,1568.993,38.6234992762874,"Total basic infrastructure"
"Federal","Transportation",11,1993,619,1602.226,38.6337507942076,"Total basic infrastructure"
"Federal","Transportation",11,1994,650,1665.414,39.0293344477709,"Total basic infrastructure"
"Federal","Transportation",11,1995,710,1729.092,41.0620140513055,"Total basic infrastructure"
"Federal","Transportation",11,1996,835,1941.185,43.0149625100132,"Total basic infrastructure"
"Federal","Transportation",11,1997,869,1932.103,44.9768982295457,"Total basic infrastructure"
"Federal","Transportation",11,1998,827,1802.268,45.8866272940539,"Total basic infrastructure"
"Federal","Transportation",11,1999,828,1742.965,47.5052568468099,"Total basic infrastructure"
"Federal","Transportation",11,2000,958,1919.68,49.904150691782,"Total basic infrastructure"
"Federal","Transportation",11,2001,954,1844.961,51.7084100964736,"Total basic infrastructure"
"Federal","Transportation",11,2002,1178,2218.289,53.1039914095954,"Total basic infrastructure"
"Federal","Transportation",11,2003,899,1663.906,54.0294944546146,"Total basic infrastructure"
"Federal","Transportation",11,2004,1124,1993.372,56.3868660741698,"Total basic infrastructure"
"Federal","Transportation",11,2005,782,1215.401,64.3409047713471,"Total basic infrastructure"
"Federal","Transportation",11,2006,673,949.967,70.8445661796673,"Total basic infrastructure"
"Federal","Transportation",11,2007,970,1197.208,81.0218441574062,"Total basic infrastructure"
"Federal","Transportation",11,2008,900,1023.939,87.8958609839063,"Total basic infrastructure"
"Federal","Transportation",11,2009,887,989.887,89.6061873729022,"Total basic infrastructure"
"Federal","Transportation",11,2010,1163,1279.289,90.9098725932921,"Total basic infrastructure"
"Federal","Transportation",11,2011,958,1006.297,95.2005223110076,"Total basic infrastructure"
"Federal","Transportation",11,2012,737,737,100,"Total basic infrastructure"
"Federal","Transportation",11,2013,826,805.186,102.584992784276,"Total basic infrastructure"
"Federal","Transportation",11,2014,632,609.365,103.714522494728,"Total basic infrastructure"
"Federal","Transportation",11,2015,776,747.52,103.809931506849,"Total basic infrastructure"
"Federal","Transportation",11,2016,1024,983.326,104.136369830555,"Total basic infrastructure"
"Federal","Transportation",11,2017,1118,1041.358,107.359812859747,"Total basic infrastructure"
"Private","Transportation",11,1947,589,10438,5.64284345660088,"Total basic infrastructure"
"Private","Transportation",11,1948,952,10392,9.16089299461124,"Total basic infrastructure"
"Private","Transportation",11,1949,893,9808,9.10481239804241,"Total basic infrastructure"
"Private","Transportation",11,1950,825,8790,9.38566552901024,"Total basic infrastructure"
"Private","Transportation",11,1951,962,9379,10.2569570316665,"Total basic infrastructure"
"Private","Transportation",11,1952,1102,10466,10.52933307854,"Total basic infrastructure"
"Private","Transportation",11,1953,1104,10058,10.9763372439849,"Total basic infrastructure"
"Private","Transportation",11,1954,909,8053,11.2877188625357,"Total basic infrastructure"
"Private","Transportation",11,1955,896,7709,11.622778570502,"Total basic infrastructure"
"Private","Transportation",11,1956,964,7749,12.4403148793393,"Total basic infrastructure"
"Private","Transportation",11,1957,946,7301,12.957129160389,"Total basic infrastructure"
"Private","Transportation",11,1958,589,5599,10.5197356670834,"Total basic infrastructure"
"Private","Transportation",11,1959,675,5165,13.0687318489835,"Total basic infrastructure"
"Private","Transportation",11,1960,699,5333,13.1070691918245,"Total basic infrastructure"
"Private","Transportation",11,1961,590,4580,12.882096069869,"Total basic infrastructure"
"Private","Transportation",11,1962,603,4676,12.8956372968349,"Total basic infrastructure"
"Private","Transportation",11,1963,656,5078,12.9184718393068,"Total basic infrastructure"
"Private","Transportation",11,1964,699,5361,13.0386121992166,"Total basic infrastructure"
"Private","Transportation",11,1965,804,6086,13.2106473874466,"Total basic infrastructure"
"Private","Transportation",11,1966,930,6889,13.4997822615764,"Total basic infrastructure"
"Private","Transportation",11,1967,883,6418,13.758180118417,"Total basic infrastructure"
"Private","Transportation",11,1968,966,6618,14.596554850408,"Total basic infrastructure"
"Private","Transportation",11,1969,1057,6845,15.4419284149014,"Total basic infrastructure"
"Private","Transportation",11,1970,956,5909,16.1787104416991,"Total basic infrastructure"
"Private","Transportation",11,1971,1051,6049,17.3747726897008,"Total basic infrastructure"
"Private","Transportation",11,1972,1162,6323,18.3773525225368,"Total basic infrastructure"
"Private","Transportation",11,1973,1292,6589,19.608438306268,"Total basic infrastructure"
"Private","Transportation",11,1974,1566,6547,23.9193523751336,"Total basic infrastructure"
"Private","Transportation",11,1975,1532,5600,27.3571428571429,"Total basic infrastructure"
"Private","Transportation",11,1976,2000,6956,28.7521564117309,"Total basic infrastructure"
"Private","Transportation",11,1977,2351,7411,31.7231142895696,"Total basic infrastructure"
"Private","Transportation",11,1978,2872,8751,32.8191063878414,"Total basic infrastructure"
"Private","Transportation",11,1979,3150,8712,36.1570247933884,"Total basic infrastructure"
"Private","Transportation",11,1980,3221,8088,39.824431256182,"Total basic infrastructure"
"Private","Transportation",11,1981,3377,7780,43.4061696658098,"Total basic infrastructure"
"Private","Transportation",11,1982,3318,7188,46.1602671118531,"Total basic infrastructure"
"Private","Transportation",11,1983,3375,6815,49.523110785033,"Total basic infrastructure"
"Private","Transportation",11,1984,4058,7921,51.2309051887388,"Total basic infrastructure"
"Private","Transportation",11,1985,4702,9045,51.9845218352681,"Total basic infrastructure"
"Private","Transportation",11,1986,3530,6892,51.2188044109112,"Total basic infrastructure"
"Private","Transportation",11,1987,3141,6065,51.7889530090684,"Total basic infrastructure"
"Private","Transportation",11,1988,3185,5892,54.0563475899525,"Total basic infrastructure"
"Private","Transportation",11,1989,3336,5998,55.6185395131711,"Total basic infrastructure"
"Private","Transportation",11,1990,3302,5803,56.9016026193348,"Total basic infrastructure"
"Private","Transportation",11,1991,3062,5291,57.8718578718579,"Total basic infrastructure"
"Private","Transportation",11,1992,3485,5952,58.551747311828,"Total basic infrastructure"
"Private","Transportation",11,1993,3786,6091,62.1572812346084,"Total basic infrastructure"
"Private","Transportation",11,1994,4083,6367,64.1275325899168,"Total basic infrastructure"
"Private","Transportation",11,1995,4296,6511,65.9806481339272,"Total basic infrastructure"
"Private","Transportation",11,1996,5334,7769,68.6574848757884,"Total basic infrastructure"
"Private","Transportation",11,1997,6083,8666,70.1938610662359,"Total basic infrastructure"
"Private","Transportation",11,1998,7077,9856,71.8039772727273,"Total basic infrastructure"
"Private","Transportation",11,1999,6342,8681,73.0560995277042,"Total basic infrastructure"
"Private","Transportation",11,2000,6723,8957,75.058613375014,"Total basic infrastructure"
"Private","Transportation",11,2001,7006,8944,78.3318425760286,"Total basic infrastructure"
"Private","Transportation",11,2002,6663,8311,80.1708578991698,"Total basic infrastructure"
"Private","Transportation",11,2003,6443,7807,82.5285000640451,"Total basic infrastructure"
"Private","Transportation",11,2004,6752,7913,85.3279413623152,"Total basic infrastructure"
"Private","Transportation",11,2005,7078,8088,87.5123639960435,"Total basic infrastructure"
"Private","Transportation",11,2006,8583,9525,90.1102362204725,"Total basic infrastructure"
"Private","Transportation",11,2007,8863,9560,92.7092050209205,"Total basic infrastructure"
"Private","Transportation",11,2008,9787,10248,95.5015612802498,"Total basic infrastructure"
"Private","Transportation",11,2009,8916,9283,96.0465366799526,"Total basic infrastructure"
"Private","Transportation",11,2010,9757,10088,96.7188739095955,"Total basic infrastructure"
"Private","Transportation",11,2011,9423,9551,98.6598261962098,"Total basic infrastructure"
"Private","Transportation",11,2012,10763,10762,100.009291953169,"Total basic infrastructure"
"Private","Transportation",11,2013,10923,10678,102.294437160517,"Total basic infrastructure"
"Private","Transportation",11,2014,12051,11558,104.265443848417,"Total basic infrastructure"
"Private","Transportation",11,2015,13472,12697,106.1038040482,"Total basic infrastructure"
"Private","Transportation",11,2016,12948,11834,109.413554165962,"Total basic infrastructure"
"Private","Transportation",11,2017,14645,12928,113.28125,"Total basic infrastructure"
"S&L","Transportation",11,1947,1413.959,20839.539,6.78498214379886,"Total basic infrastructure"
"S&L","Transportation",11,1948,1773.807,23336.825,7.60089258071738,"Total basic infrastructure"
"S&L","Transportation",11,1949,2172.546,29540.397,7.35449154593285,"Total basic infrastructure"
"S&L","Transportation",11,1950,2327.282,34915.423,6.66548419018152,"Total basic infrastructure"
"S&L","Transportation",11,1951,2563.707,31646.003,8.10120317564275,"Total basic infrastructure"
"S&L","Transportation",11,1952,2837.562,34021.092,8.34059647468106,"Total basic infrastructure"
"S&L","Transportation",11,1953,3227.994,40112.961,8.04725933844674,"Total basic infrastructure"
"S&L","Transportation",11,1954,3963.272,52007.858,7.62052534445852,"Total basic infrastructure"
"S&L","Transportation",11,1955,4223.979,56914.78,7.4215853948658,"Total basic infrastructure"
"S&L","Transportation",11,1956,4833.207,57858.146,8.35354627505693,"Total basic infrastructure"
"S&L","Transportation",11,1957,5366.78,61603.891,8.71175491171491,"Total basic infrastructure"
"S&L","Transportation",11,1958,6017.08,70649.965,8.51674873441197,"Total basic infrastructure"
"S&L","Transportation",11,1959,6332.968,74785.572,8.46816816484334,"Total basic infrastructure"
"S&L","Transportation",11,1960,6019.72,73682.48,8.16981187386744,"Total basic infrastructure"
"S&L","Transportation",11,1961,6533.7,79683.68,8.19954600490339,"Total basic infrastructure"
"S&L","Transportation",11,1962,6993.927,82737.56,8.45314630985009,"Total basic infrastructure"
"S&L","Transportation",11,1963,7844.63,90078.177,8.70869089635328,"Total basic infrastructure"
"S&L","Transportation",11,1964,7917.88,89841.733,8.81314255146881,"Total basic infrastructure"
"S&L","Transportation",11,1965,8499.879,93387.446,9.10173622266102,"Total basic infrastructure"
"S&L","Transportation",11,1966,9559.629,99495.906,9.60806266742271,"Total basic infrastructure"
"S&L","Transportation",11,1967,10030.134,100444.714,9.98572607812891,"Total basic infrastructure"
"S&L","Transportation",11,1968,10970.975,104165.492,10.5322547701306,"Total basic infrastructure"
"S&L","Transportation",11,1969,11019.964,98417.905,11.1971129643534,"Total basic infrastructure"
"S&L","Transportation",11,1970,11729.537,94050.744,12.4714983647551,"Total basic infrastructure"
"S&L","Transportation",11,1971,12203.363,91224.171,13.3773350486243,"Total basic infrastructure"
"S&L","Transportation",11,1972,12270.608,87687.946,13.9934946132733,"Total basic infrastructure"
"S&L","Transportation",11,1973,12446.981,81828.317,15.2110925121434,"Total basic infrastructure"
"S&L","Transportation",11,1974,14463.708,72967.423,19.822144465757,"Total basic infrastructure"
"S&L","Transportation",11,1975,15542.148,71848.583,21.6318086607219,"Total basic infrastructure"
"S&L","Transportation",11,1976,14852.197,70457.802,21.0795633392027,"Total basic infrastructure"
"S&L","Transportation",11,1977,14774.167,70926.775,20.8301688607723,"Total basic infrastructure"
"S&L","Transportation",11,1978,16827.968,80125.186,21.0020953960718,"Total basic infrastructure"
"S&L","Transportation",11,1979,20282.193,89167.424,22.7461914790765,"Total basic infrastructure"
"S&L","Transportation",11,1980,22439.799,84584.362,26.5294889852098,"Total basic infrastructure"
"S&L","Transportation",11,1981,22698.58,72796.994,31.1806556188295,"Total basic infrastructure"
"S&L","Transportation",11,1982,22292.942,64961.723,34.3170423604682,"Total basic infrastructure"
"S&L","Transportation",11,1983,23638.472,69646.669,33.9405636183405,"Total basic infrastructure"
"S&L","Transportation",11,1984,27538.536,84165.627,32.719456839548,"Total basic infrastructure"
"S&L","Transportation",11,1985,30028.196,91451.381,32.8351476726196,"Total basic infrastructure"
"S&L","Transportation",11,1986,32345.149,94311.695,34.2960106909329,"Total basic infrastructure"
"S&L","Transportation",11,1987,34540.726,95567.868,36.14261437746,"Total basic infrastructure"
"S&L","Transportation",11,1988,36907.623,100855.771,36.5944582387854,"Total basic infrastructure"
"S&L","Transportation",11,1989,37737.088,101393.023,37.2186240072949,"Total basic infrastructure"
"S&L","Transportation",11,1990,42346.372,109027.089,38.840229880851,"Total basic infrastructure"
"S&L","Transportation",11,1991,43024.772,108508.405,39.6510961524132,"Total basic infrastructure"
"S&L","Transportation",11,1992,43518.017,109995.421,39.5634805561588,"Total basic infrastructure"
